,title,core_role,top_skills
2123,senior data scientist product,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2124,senior data scientist ml and algorithms,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2125,bioinformatics scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2126,associate research scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2127,senior manager capacity forecasting,manager,"['management', 'time', 'css', 'firewall', 'mongodb', 'powershell', 'react', 'switching', 'learning', 'auditing']"
2128,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2129,director of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2130,sr health economics and outcomes researcher,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2131,health economics and outcomes researcher,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2132,senior data scientist enterprise marketing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2133,data scientist product analytics confluence,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2134,senior data scientist product intelligence,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2135,data scientist zoom phone,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2136,senior data scientist machine learning platform motion planning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2137,data scientist ii,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2138,data scientist remanufacturing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2139,senior machine learning researcher for copilot,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2140,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2141,staff data scientist partnerships,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2142,staff data scientist marketing analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2143,staff data scientist operations,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2144,data scientist i product,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2145,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2146,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2147,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2148,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2149,principal research scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2150,principal machine learning scientist search recommendations,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2151,senior machine learning scientist search recommendations,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2152,senior machine learning scientist ai automation optimization,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2153,lead staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2154,analyst speech science,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
2155,staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2156,senior data scientist applied auto ml,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2157,senior manager data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2158,staff applied scientist i recommendations personalization,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2159,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2160,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2161,principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2162,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2163,director of machine learning,director,"['learning', 'management', 'owasp', 'payroll', 'gitlab', 'elasticsearch', 'engineering', 'feature', 'huggingface', 'jenkins']"
2164,staff machine learning scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2165,senior research scientist ml partnerships,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2166,data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2167,lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2168,staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2169,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2170,sr data scientist deep learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2171,senior data scientist nlp,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2172,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2173,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2174,data scientist pricing analytics fintech,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2175,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2176,senior data scientist web security,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2177,global senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2178,senior ml data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2179,data scientist marketing analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2180,senior data scientist marketing analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2181,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2182,data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2183,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2184,head of data science analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2185,senior data scientist safety insights,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2186,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2187,data scientist market intelligence,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2188,sr data scientist quantitative research,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2189,data scientist entry level,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2190,analytics director learning impact design,director,"['learning', 'management', 'owasp', 'payroll', 'gitlab', 'elasticsearch', 'engineering', 'feature', 'huggingface', 'jenkins']"
2191,principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2192,lead data scientist consultant,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2193,data scientist revenue analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2194,data scientist optimization,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2195,data scientist client insights,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2196,vice president data partnership data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2197,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2198,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2199,lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2200,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2201,senior data scientist custom analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2202,intern ai research operations research,ai engineer,"['artificial', 'intelligence', 'learning', 'machine', 'python']"
2203,data scientist nlp,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2204,intern data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2205,data scientist ii bank,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2206,manager senior decision science analytics,manager,"['management', 'time', 'css', 'firewall', 'mongodb', 'powershell', 'react', 'switching', 'learning', 'auditing']"
2207,data scientist risk modeling,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2208,data science intern summer,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2209,data scientist decision science skills graph insights,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2210,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2211,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2212,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2213,data science intern summer,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2214,data science intern,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2215,director data science vault safety,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2216,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2217,data scientist summer,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2218,data scientist intern summer,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2219,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2220,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2221,staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2222,senior data scientist computer vision,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2223,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2224,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2225,staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2226,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2227,senior data scientist workforce analytics americas,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2228,senior manager data science europe,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2229,principal data scientist europe,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2230,group manager analytics and data science pdt,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2231,senior forecasting decision scientist americas,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2232,principal data scientist confluence performance americas,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2233,senior data scientist product analytics agile devops australia new zealand,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2234,senior data scientist australia new zealand,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2235,data science leader,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2236,senior data scientist product,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2237,data scientist varying levels,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2238,director of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2239,director of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2240,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2241,principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2242,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2243,director of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2244,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2245,vice president of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2246,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2247,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2248,data scientist pricing strategy analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2249,senior data scientist applied research personalization,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2250,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2251,senior data scientist advertising,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2252,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2253,director of applied data science media insights,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2254,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2255,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2256,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2257,principal data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2258,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2259,junior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2260,mid level data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2261,staff data scientist revenue cycle,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2262,data scientist customer experience,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2263,sr bioinformatics scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2264,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2265,data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2266,lead biostatistician data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2267,sr product data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2268,sr growth marketing data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2269,senior data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2270,senior data scientist machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2271,senior data scientist product analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2272,lead data scientist operations research and simulation,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2273,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2274,senior data scientist automation,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2275,climate risk data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2276,quantitative analyst,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
2277,senior data scientist automation,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2278,data scientist automation,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2279,sr product manager data science and machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2280,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2281,director of data science money,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2282,nlp data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2283,senior decision scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2284,principal data scientist forecasting,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2285,sr data scientist merchandise,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2286,sr data scientist computer vision,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2287,sr data scientist demand forecasting,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2288,lead data scientist digital marketing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2289,lead data scientist testing measurement,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2290,data science associate,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2291,data scientist healthcare,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2292,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2293,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2294,sr principal data scientist telecommute,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2295,staff applied research scientist prediction,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2296,staff data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2297,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2298,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2299,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2300,senior data scientist manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2301,clinical data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2302,director ai products,director,"['learning', 'management', 'owasp', 'payroll', 'gitlab', 'elasticsearch', 'engineering', 'feature', 'huggingface', 'jenkins']"
2303,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2304,senior scientist i,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2305,senior manager data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2306,lead data science analyst forecasting team,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2307,lead data science analyst,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2308,senior manager data science and machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2309,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2310,data scientist brand protection,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2311,data scientist aws activate,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2312,data scientist ii ai data team,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2313,lead data science strategist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2314,senior data scientist monzo flex,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2315,senior data scientist marketing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2316,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2317,data science manager operations,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2318,data science manager financial crime,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2319,sr actuarial analyst,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
2320,actuarial analyst,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
2321,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2322,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2323,senior machine learning scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2324,data scientist online,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2325,manager data scientist apollo team,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2326,data scientist machine learning ads targeting,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2327,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2328,data scientist i forecasting,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2329,decision science analyst mid level data management,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
